Startup_ID,Startup_Name,Sector,City,Founded_Year,Funding_Stage,Total_Funding_USD,Investor,Status,Employees,Annual_Revenue_USD,Survival_Years,Is_Unicorn
IN1863,Startup_1863,EdTech,Noida,2015,Series C,72352000,Matrix Partners,Closed,3081,0,5,0
IN1864,Startup_1864,AgriTech,Bengaluru,2015,Grant,74000,Matrix Partners,Closed,1207,0,8,0
IN1865,Startup_1865,HRTech,Delhi NCR,2020,Series C,5067000,500 Startups,Closed,1862,0,2,0
IN1866,Startup_1866,SaaS,Ahmedabad,2016,Grant,2610000,SoftBank,Closed,3797,0,2,0
IN1867,Startup_1867,LogisticsTech,Bengaluru,2013,Series A,55380000,Nexus Venture,Acquired,3066,0,1,0
IN1868,Startup_1868,AgriTech,Ahmedabad,2016,Bootstrapped,1183000,Y Combinator,Active,4200,549000,7,0
IN1869,Startup_1869,FinTech,Ahmedabad,2011,Series D+,37586000,SAIF Partners,Closed,1361,0,1,0
IN1870,Startup_1870,EdTech,Delhi NCR,2021,Series C,40859000,Bootstrapped,Active,4270,13420000,2,0
IN1871,Startup_1871,FoodTech,Kolkata,2015,Grant,1643000,Kalaari Capital,Closed,419,0,2,0
IN1872,Startup_1872,FoodTech,Ahmedabad,2016,Pre-Seed,2747000,Angel Network,Closed,4641,0,5,0
IN1873,Startup_1873,EdTech,Delhi NCR,2023,Bootstrapped,5720000,Angel Network,Closed,2190,0,1,0
IN1874,Startup_1874,HealthTech,Hyderabad,2011,Bootstrapped,2006000,Sequoia Capital India,Closed,2483,0,1,0
IN1875,Startup_1875,HealthTech,Hyderabad,2016,Series B,74385000,Tiger Global,Closed,3499,0,5,0
IN1876,Startup_1876,HRTech,Pune,2013,Pre-Seed,580000,Sequoia Capital India,Merged,2177,0,8,0
IN1877,Startup_1877,EdTech,Hyderabad,2017,Series A,39580000,Accel Partners,Acquired,3767,0,3,0
IN1878,Startup_1878,HRTech,Chennai,2023,Grant,911000,SAIF Partners,Merged,4490,0,2,0
IN1879,Startup_1879,AgriTech,Jaipur,2012,Series C,31154000,SoftBank,Acquired,1855,0,1,0
IN1880,Startup_1880,LogisticsTech,Ahmedabad,2014,Series D+,18174000,Angel Network,Merged,3317,0,1,0
IN1881,Startup_1881,HRTech,Pune,2022,Series C,5264000,SoftBank,Active,1795,3740000,1,0
IN1882,Startup_1882,E-Commerce,Ahmedabad,2012,Seed,55840000,Matrix Partners,Closed,3277,0,7,0
IN1883,Startup_1883,HRTech,Chennai,2014,Seed,21845000,500 Startups,Closed,545,0,6,0
IN1884,Startup_1884,FinTech,Kolkata,2016,Bootstrapped,5704000,Sequoia Capital India,Closed,2736,0,3,0
IN1885,Startup_1885,EdTech,Pune,2013,Grant,3945000,Matrix Partners,Acquired,4822,0,4,0
IN1886,Startup_1886,LogisticsTech,Kolkata,2023,Series B,36712000,Tiger Global,Closed,2755,0,1,0
IN1887,Startup_1887,HRTech,Chennai,2019,Bootstrapped,361000,Accel Partners,Acquired,71,0,2,0
IN1888,Startup_1888,TravelTech,Kolkata,2017,Seed,35732000,Angel Network,Acquired,1246,0,1,0
IN1889,Startup_1889,FinTech,Ahmedabad,2012,Pre-Seed,11805000,Kalaari Capital,Closed,2928,0,11,0
IN1890,Startup_1890,HRTech,Mumbai,2010,Series A,11622000,Sequoia Capital India,Acquired,4776,0,2,0
IN1891,Startup_1891,FinTech,Noida,2010,Series B,107698000,Y Combinator,Closed,4019,0,2,0
IN1892,Startup_1892,SaaS,Noida,2014,Seed,20018000,Accel Partners,Acquired,3789,0,5,0
IN1893,Startup_1893,HealthTech,Jaipur,2011,Grant,6211000,Sequoia Capital India,Closed,3224,0,6,0
IN1894,Startup_1894,HealthTech,Ahmedabad,2022,Grant,4595000,Nexus Venture,Closed,3287,0,2,0
IN1895,Startup_1895,E-Commerce,Pune,2020,Series D+,50957000,Angel Network,Closed,1273,0,1,0
IN1896,Startup_1896,EdTech,Bengaluru,2019,Seed,79858000,Tiger Global,Closed,1225,0,1,0
IN1897,Startup_1897,SaaS,Chennai,2021,Series D+,50347000,Matrix Partners,Closed,3359,0,1,0
IN1898,Startup_1898,TravelTech,Noida,2014,Series B,29563000,Kalaari Capital,Acquired,1284,0,7,0
IN1899,Startup_1899,E-Commerce,Chennai,2011,Pre-Seed,9390000,Nexus Venture,Active,3193,1783000,12,0
IN1900,Startup_1900,FoodTech,Ahmedabad,2020,Bootstrapped,4315000,Blume Ventures,Closed,1090,0,2,0
IN1901,Startup_1901,LogisticsTech,Chennai,2022,Series A,47036000,Nexus Venture,Active,3408,5640000,1,0
IN1902,Startup_1902,AgriTech,Delhi NCR,2010,Series A,24196000,Nexus Venture,Closed,1658,0,12,0
IN1903,Startup_1903,HealthTech,Kolkata,2010,Pre-Seed,6411000,Government Grant,Closed,3057,0,6,0
IN1904,Startup_1904,FinTech,Mumbai,2017,Series B,40236000,Bootstrapped,Closed,4138,0,3,0
IN1905,Startup_1905,TravelTech,Kolkata,2018,Series B,42747000,Government Grant,Closed,324,0,4,0
IN1906,Startup_1906,HRTech,Jaipur,2014,Grant,1171000,Matrix Partners,Active,4829,609000,9,0
IN1907,Startup_1907,EdTech,Ahmedabad,2023,Bootstrapped,7315000,Elevation Capital,Acquired,4686,0,1,0
IN1908,Startup_1908,AgriTech,Noida,2013,Grant,3567000,Y Combinator,Closed,319,0,4,0
IN1909,Startup_1909,HRTech,Pune,2016,Series C,8100000,SoftBank,Active,3682,1857000,7,0
IN1910,Startup_1910,FinTech,Kolkata,2010,Seed,33199000,Y Combinator,Acquired,4479,0,7,0
IN1911,Startup_1911,FinTech,Jaipur,2023,Series C,79766000,Blume Ventures,Closed,4754,0,1,0
IN1912,Startup_1912,TravelTech,Jaipur,2014,Seed,41661000,Matrix Partners,Acquired,4595,0,6,0
IN1913,Startup_1913,HealthTech,Jaipur,2020,Series B,38826000,Kalaari Capital,Active,2013,29505000,3,0
IN1914,Startup_1914,FinTech,Mumbai,2012,Series C,35432000,Nexus Venture,Closed,3406,0,3,0
IN1915,Startup_1915,LogisticsTech,Hyderabad,2021,Series A,45953000,Nexus Venture,Closed,2537,0,1,0
IN1916,Startup_1916,EdTech,Delhi NCR,2023,Seed,466000,SoftBank,Acquired,542,0,2,0
IN1917,Startup_1917,HealthTech,Mumbai,2022,Grant,4519000,Y Combinator,Closed,4381,0,2,0
IN1918,Startup_1918,TravelTech,Mumbai,2017,Series C,16096000,Accel Partners,Closed,2895,0,2,0
IN1919,Startup_1919,LogisticsTech,Hyderabad,2018,Series C,54673000,Elevation Capital,Closed,709,0,1,0
IN1920,Startup_1920,HealthTech,Delhi NCR,2015,Series A,62151000,SoftBank,Closed,3923,0,6,0
IN1921,Startup_1921,FinTech,Chennai,2023,Bootstrapped,5217000,Government Grant,Closed,4199,0,2,0
IN1922,Startup_1922,E-Commerce,Delhi NCR,2013,Grant,8235000,Accel Partners,Closed,1859,0,8,0
IN1923,Startup_1923,TravelTech,Ahmedabad,2016,Series D+,9040000,Sequoia Capital India,Closed,300,0,4,0
IN1924,Startup_1924,E-Commerce,Bengaluru,2019,Series D+,73238000,Kalaari Capital,Active,2776,26487000,4,0
IN1925,Startup_1925,FinTech,Chennai,2023,Grant,10124000,Elevation Capital,Active,4266,4769000,0,0
IN1926,Startup_1926,EdTech,Noida,2012,Grant,7969000,Angel Network,Closed,2793,0,2,0
IN1927,Startup_1927,HRTech,Bengaluru,2022,Series D+,18844000,Matrix Partners,Closed,2405,0,1,0
IN1928,Startup_1928,EdTech,Bengaluru,2014,Series A,65292000,Tiger Global,Closed,2301,0,6,0
IN1929,Startup_1929,LogisticsTech,Mumbai,2018,Series D+,18641000,Nexus Venture,Active,3335,1250000,5,0
IN1930,Startup_1930,SaaS,Chennai,2012,Seed,65209000,Elevation Capital,Acquired,4913,0,2,0
IN1931,Startup_1931,AgriTech,Mumbai,2011,Series C,12801000,Accel Partners,Closed,1498,0,10,0
IN1932,Startup_1932,E-Commerce,Noida,2022,Seed,30706000,Y Combinator,Closed,4509,0,1,0
IN1933,Startup_1933,TravelTech,Noida,2023,Series C,29640000,Accel Partners,Acquired,3308,0,1,0
IN1934,Startup_1934,SaaS,Kolkata,2011,Series D+,3786000,Accel Partners,Closed,774,0,10,0
IN1935,Startup_1935,FinTech,Mumbai,2017,Pre-Seed,4366000,SAIF Partners,Closed,877,0,3,0
IN1936,Startup_1936,HealthTech,Noida,2018,Series B,15404000,Bootstrapped,Active,4663,8865000,5,0
IN1937,Startup_1937,EdTech,Bengaluru,2017,Series B,10308000,Angel Network,Closed,4177,0,2,0
IN1938,Startup_1938,LogisticsTech,Bengaluru,2020,Series C,43845000,Y Combinator,Closed,1538,0,2,0
IN1939,Startup_1939,TravelTech,Hyderabad,2010,Bootstrapped,3004000,SoftBank,Closed,4325,0,5,0
IN1940,Startup_1940,AgriTech,Delhi NCR,2016,Bootstrapped,1158000,SoftBank,Acquired,1023,0,6,0
IN1941,Startup_1941,LogisticsTech,Pune,2020,Grant,705000,Elevation Capital,Active,1568,430000,3,0
IN1942,Startup_1942,HealthTech,Noida,2012,Seed,22616000,Angel Network,Merged,331,0,4,0
IN1943,Startup_1943,E-Commerce,Bengaluru,2021,Seed,14973000,SoftBank,Closed,2267,0,1,0
IN1944,Startup_1944,HRTech,Bengaluru,2020,Series B,29066000,Sequoia Capital India,Closed,3388,0,1,0
IN1945,Startup_1945,AgriTech,Hyderabad,2017,Series A,25954000,Accel Partners,Closed,3022,0,3,0
IN1946,Startup_1946,LogisticsTech,Kolkata,2020,Series C,12253000,Bootstrapped,Closed,1197,0,1,0
IN1947,Startup_1947,LogisticsTech,Chennai,2013,Series B,56959000,Matrix Partners,Closed,402,0,5,0
IN1948,Startup_1948,FinTech,Kolkata,2017,Series A,106728000,Sequoia Capital India,Active,3760,47303000,6,1
IN1949,Startup_1949,E-Commerce,Kolkata,2011,Series C,31014000,Matrix Partners,Closed,114,0,8,0
IN1950,Startup_1950,TravelTech,Mumbai,2019,Grant,2903000,Blume Ventures,Closed,1647,0,3,0
IN1951,Startup_1951,FoodTech,Kolkata,2014,Series A,21991000,Tiger Global,Closed,142,0,4,0
IN1952,Startup_1952,FoodTech,Kolkata,2013,Series A,36104000,SAIF Partners,Active,2089,20487000,10,0
IN1953,Startup_1953,SaaS,Jaipur,2022,Series C,1568000,Elevation Capital,Closed,879,0,1,0
IN1954,Startup_1954,SaaS,Pune,2022,Series B,46841000,SAIF Partners,Closed,4707,0,1,0
IN1955,Startup_1955,FoodTech,Jaipur,2010,Series A,16470000,Angel Network,Merged,4539,0,7,0
IN1956,Startup_1956,HRTech,Chennai,2010,Grant,388000,Nexus Venture,Closed,3482,0,5,0
IN1957,Startup_1957,SaaS,Noida,2013,Bootstrapped,6725000,Elevation Capital,Closed,4622,0,6,0
IN1958,Startup_1958,EdTech,Kolkata,2017,Series B,26112000,Y Combinator,Acquired,2755,0,3,0
IN1959,Startup_1959,FoodTech,Hyderabad,2018,Series D+,21627000,SAIF Partners,Closed,136,0,1,0
IN1960,Startup_1960,EdTech,Noida,2012,Series B,3701000,Blume Ventures,Closed,3380,0,9,0
IN1961,Startup_1961,EdTech,Mumbai,2020,Grant,1781000,SoftBank,Closed,1791,0,2,0
IN1962,Startup_1962,EdTech,Bengaluru,2014,Pre-Seed,3285000,Nexus Venture,Acquired,4824,0,8,0
IN1963,Startup_1963,E-Commerce,Mumbai,2015,Series B,10649000,Nexus Venture,Closed,4903,0,4,0
IN1964,Startup_1964,FinTech,Ahmedabad,2021,Series C,79047000,Angel Network,Closed,54,0,2,0
IN1965,Startup_1965,E-Commerce,Kolkata,2015,Seed,64284000,500 Startups,Active,4717,16602000,8,0
IN1966,Startup_1966,LogisticsTech,Chennai,2015,Grant,1002000,Angel Network,Closed,800,0,1,0
IN1967,Startup_1967,SaaS,Hyderabad,2012,Series A,3308000,Tiger Global,Closed,1606,0,4,0
IN1968,Startup_1968,E-Commerce,Delhi NCR,2014,Grant,4966000,Elevation Capital,Active,1103,366000,9,0
IN1969,Startup_1969,E-Commerce,Chennai,2020,Series C,47728000,Angel Network,Acquired,520,0,1,0
IN1970,Startup_1970,FoodTech,Kolkata,2010,Series A,26722000,Bootstrapped,Closed,3445,0,2,0
IN1971,Startup_1971,EdTech,Delhi NCR,2013,Seed,8853000,SoftBank,Closed,1363,0,5,0
IN1972,Startup_1972,TravelTech,Jaipur,2020,Series D+,7167000,Elevation Capital,Acquired,4367,0,3,0
IN1973,Startup_1973,HRTech,Hyderabad,2017,Bootstrapped,2930000,Blume Ventures,Closed,2289,0,3,0
IN1974,Startup_1974,SaaS,Noida,2013,Pre-Seed,2079000,Government Grant,Closed,4388,0,8,0
IN1975,Startup_1975,EdTech,Noida,2011,Series A,18533000,Angel Network,Acquired,4372,0,2,0
IN1976,Startup_1976,TravelTech,Ahmedabad,2016,Series A,8173000,500 Startups,Active,1900,5306000,7,0
IN1977,Startup_1977,E-Commerce,Bengaluru,2018,Seed,60930000,Kalaari Capital,Closed,4303,0,5,0
IN1978,Startup_1978,EdTech,Pune,2014,Series D+,66283000,Sequoia Capital India,Closed,3505,0,8,0
IN1979,Startup_1979,E-Commerce,Delhi NCR,2022,Series B,10196000,Tiger Global,Closed,3625,0,1,0
IN1980,Startup_1980,LogisticsTech,Jaipur,2011,Series D+,40944000,Y Combinator,Closed,2768,0,1,0
IN1981,Startup_1981,FinTech,Bengaluru,2022,Pre-Seed,8306000,Y Combinator,Closed,250,0,1,0
IN1982,Startup_1982,AgriTech,Delhi NCR,2022,Seed,7698000,Government Grant,Active,806,2919000,1,0
IN1983,Startup_1983,TravelTech,Chennai,2010,Pre-Seed,4448000,Kalaari Capital,Closed,3107,0,11,0
IN1984,Startup_1984,EdTech,Jaipur,2020,Series C,21012000,Accel Partners,Closed,4472,0,1,0
IN1985,Startup_1985,HRTech,Noida,2018,Grant,1833000,Government Grant,Closed,629,0,2,0
IN1986,Startup_1986,HealthTech,Pune,2018,Pre-Seed,4236000,SAIF Partners,Closed,3562,0,4,0
IN1987,Startup_1987,FinTech,Bengaluru,2019,Pre-Seed,3172000,SoftBank,Active,3097,980000,4,0
IN1988,Startup_1988,AgriTech,Mumbai,2015,Series C,16267000,Elevation Capital,Closed,1009,0,4,0
IN1989,Startup_1989,LogisticsTech,Delhi NCR,2022,Series C,59442000,Kalaari Capital,Closed,403,0,2,0
IN1990,Startup_1990,SaaS,Delhi NCR,2022,Bootstrapped,3874000,Sequoia Capital India,Closed,3850,0,1,0
IN1991,Startup_1991,LogisticsTech,Hyderabad,2013,Bootstrapped,3693000,Blume Ventures,Closed,2910,0,1,0
IN1992,Startup_1992,HRTech,Jaipur,2012,Series A,9447000,Sequoia Capital India,Active,1004,6603000,11,0
IN1993,Startup_1993,SaaS,Jaipur,2011,Pre-Seed,5137000,Y Combinator,Closed,1455,0,9,0
IN1994,Startup_1994,FoodTech,Ahmedabad,2013,Series B,38228000,SAIF Partners,Closed,527,0,7,0
IN1995,Startup_1995,SaaS,Hyderabad,2012,Seed,28096000,Bootstrapped,Closed,2419,0,3,0
IN1996,Startup_1996,TravelTech,Noida,2020,Series C,7221000,SoftBank,Closed,3440,0,3,0
IN1997,Startup_1997,HealthTech,Chennai,2021,Bootstrapped,2807000,Government Grant,Closed,2065,0,1,0
IN1998,Startup_1998,FoodTech,Bengaluru,2023,Bootstrapped,4911000,Matrix Partners,Closed,1285,0,2,0
IN1999,Startup_1999,AgriTech,Pune,2023,Pre-Seed,3157000,Angel Network,Closed,3025,0,2,0
IN2000,Startup_2000,TravelTech,Delhi NCR,2014,Series B,41023000,Sequoia Capital India,Merged,695,0,8,0
IN2001,Startup_2001,LogisticsTech,Pune,2016,Series C,30876000,Y Combinator,Acquired,4346,0,5,0
IN2002,Startup_2002,FinTech,Hyderabad,2021,Seed,66953000,SAIF Partners,Closed,4251,0,1,0
IN2003,Startup_2003,SaaS,Chennai,2021,Series A,58248000,Sequoia Capital India,Closed,2786,0,1,0
IN2004,Startup_2004,SaaS,Bengaluru,2023,Series C,64167000,SoftBank,Closed,2910,0,1,0
IN2005,Startup_2005,TravelTech,Pune,2019,Series D+,5586000,Angel Network,Acquired,1819,0,2,0
IN2006,Startup_2006,EdTech,Mumbai,2011,Grant,5776000,Government Grant,Closed,1015,0,9,0
IN2007,Startup_2007,FinTech,Noida,2013,Series B,75889000,SoftBank,Closed,4037,0,4,0
IN2008,Startup_2008,HealthTech,Kolkata,2020,Series D+,3817000,Matrix Partners,Merged,286,0,3,0
IN2009,Startup_2009,EdTech,Mumbai,2022,Grant,2633000,Matrix Partners,Closed,782,0,2,0
IN2010,Startup_2010,TravelTech,Kolkata,2022,Pre-Seed,840000,Y Combinator,Active,219,670000,1,0
IN2011,Startup_2011,FinTech,Noida,2011,Series D+,13886000,Tiger Global,Closed,4894,0,9,0
IN2012,Startup_2012,FinTech,Hyderabad,2021,Bootstrapped,7660000,Blume Ventures,Closed,2163,0,2,0
IN2013,Startup_2013,HRTech,Mumbai,2021,Bootstrapped,3089000,Bootstrapped,Acquired,1752,0,2,0
IN2014,Startup_2014,AgriTech,Noida,2022,Series D+,2412000,Nexus Venture,Closed,4947,0,1,0
IN2015,Startup_2015,EdTech,Jaipur,2020,Series C,23521000,SoftBank,Active,3254,10524000,3,0
IN2016,Startup_2016,AgriTech,Bengaluru,2019,Series A,16350000,Tiger Global,Closed,1293,0,2,0
IN2017,Startup_2017,HRTech,Noida,2018,Series A,15850000,Kalaari Capital,Active,2768,5765000,5,0
IN2018,Startup_2018,EdTech,Pune,2010,Series C,42981000,Angel Network,Closed,353,0,6,0
IN2019,Startup_2019,FinTech,Chennai,2013,Grant,5173000,Government Grant,Acquired,381,0,9,0
IN2020,Startup_2020,EdTech,Mumbai,2021,Series A,67754000,Sequoia Capital India,Closed,1582,0,1,0
IN2021,Startup_2021,TravelTech,Hyderabad,2015,Bootstrapped,2737000,Y Combinator,Closed,225,0,7,0
IN2022,Startup_2022,HealthTech,Ahmedabad,2011,Series D+,19393000,Tiger Global,Merged,1792,0,5,0
IN2023,Startup_2023,AgriTech,Chennai,2010,Bootstrapped,742000,Elevation Capital,Closed,893,0,8,0
IN2024,Startup_2024,FoodTech,Kolkata,2022,Series A,49198000,Y Combinator,Closed,2162,0,2,0
IN2025,Startup_2025,FinTech,Mumbai,2013,Series C,1093000,SAIF Partners,Acquired,3667,0,4,0
IN2026,Startup_2026,AgriTech,Pune,2013,Grant,3652000,Angel Network,Acquired,4332,0,3,0
IN2027,Startup_2027,LogisticsTech,Bengaluru,2013,Series B,36948000,Accel Partners,Closed,439,0,2,0
IN2028,Startup_2028,AgriTech,Ahmedabad,2021,Pre-Seed,200000,Kalaari Capital,Closed,4626,0,1,0
IN2029,Startup_2029,SaaS,Pune,2019,Series A,50068000,Blume Ventures,Acquired,2092,0,2,0
IN2030,Startup_2030,LogisticsTech,Noida,2021,Bootstrapped,3445000,Matrix Partners,Closed,2430,0,2,0
IN2031,Startup_2031,EdTech,Jaipur,2014,Series A,29421000,Matrix Partners,Closed,4661,0,4,0
IN2032,Startup_2032,HealthTech,Chennai,2019,Seed,69575000,500 Startups,Closed,2538,0,2,0
IN2033,Startup_2033,HealthTech,Hyderabad,2011,Series A,72695000,SoftBank,Acquired,2413,0,3,0
IN2034,Startup_2034,LogisticsTech,Kolkata,2019,Pre-Seed,4204000,SAIF Partners,Closed,3876,0,2,0
IN2035,Startup_2035,LogisticsTech,Mumbai,2017,Bootstrapped,202000,Blume Ventures,Merged,1426,0,6,0
IN2036,Startup_2036,E-Commerce,Pune,2018,Series B,24556000,Bootstrapped,Closed,4936,0,3,0
IN2037,Startup_2037,E-Commerce,Jaipur,2012,Pre-Seed,10791000,Y Combinator,Acquired,27,0,6,0
IN2038,Startup_2038,LogisticsTech,Mumbai,2012,Bootstrapped,3304000,Y Combinator,Closed,1208,0,7,0
IN2039,Startup_2039,HRTech,Chennai,2018,Series A,9385000,Government Grant,Closed,4512,0,4,0
IN2040,Startup_2040,HRTech,Kolkata,2015,Bootstrapped,3233000,SoftBank,Closed,124,0,8,0
IN2041,Startup_2041,LogisticsTech,Mumbai,2020,Series A,48473000,Kalaari Capital,Closed,4683,0,2,0
IN2042,Startup_2042,EdTech,Pune,2023,Series B,32014000,Tiger Global,Closed,1973,0,2,0
IN2043,Startup_2043,TravelTech,Pune,2020,Pre-Seed,3748000,Tiger Global,Acquired,3921,0,1,0
IN2044,Startup_2044,FinTech,Bengaluru,2020,Bootstrapped,10893000,Matrix Partners,Closed,514,0,1,0
IN2045,Startup_2045,EdTech,Kolkata,2018,Series B,53532000,Y Combinator,Active,2745,35742000,5,0
IN2046,Startup_2046,FinTech,Bengaluru,2011,Bootstrapped,7364000,Nexus Venture,Closed,658,0,5,0
IN2047,Startup_2047,HRTech,Mumbai,2023,Series D+,14332000,Tiger Global,Active,4276,2822000,0,0
IN2048,Startup_2048,HRTech,Ahmedabad,2020,Bootstrapped,186000,Kalaari Capital,Closed,1808,0,3,0
IN2049,Startup_2049,SaaS,Pune,2010,Grant,4198000,Matrix Partners,Closed,1331,0,1,0
IN2050,Startup_2050,FoodTech,Delhi NCR,2021,Bootstrapped,2067000,Tiger Global,Closed,4886,0,1,0
IN2051,Startup_2051,AgriTech,Bengaluru,2018,Seed,19735000,Bootstrapped,Closed,3886,0,4,0
IN2052,Startup_2052,FinTech,Delhi NCR,2019,Seed,31994000,Matrix Partners,Closed,4294,0,3,0
IN2053,Startup_2053,EdTech,Hyderabad,2013,Series B,7317000,Tiger Global,Closed,2575,0,6,0
IN2054,Startup_2054,HealthTech,Hyderabad,2015,Bootstrapped,4916000,Accel Partners,Active,3805,285000,8,0
IN2055,Startup_2055,HealthTech,Mumbai,2011,Series A,10402000,Government Grant,Active,3458,2377000,12,0
IN2056,Startup_2056,TravelTech,Chennai,2012,Grant,2585000,Kalaari Capital,Closed,3082,0,2,0
IN2057,Startup_2057,E-Commerce,Hyderabad,2017,Seed,60153000,Nexus Venture,Acquired,2169,0,5,0
IN2058,Startup_2058,FinTech,Delhi NCR,2023,Series D+,103763000,Nexus Venture,Active,4182,8535000,0,1
IN2059,Startup_2059,EdTech,Kolkata,2014,Series C,19073000,SoftBank,Merged,2051,0,2,0
IN2060,Startup_2060,LogisticsTech,Ahmedabad,2018,Seed,54322000,Angel Network,Acquired,4095,0,5,0
IN2061,Startup_2061,HealthTech,Delhi NCR,2011,Pre-Seed,5762000,500 Startups,Acquired,4028,0,10,0
IN2062,Startup_2062,TravelTech,Delhi NCR,2011,Series B,41883000,Matrix Partners,Closed,1407,0,10,0
IN2063,Startup_2063,TravelTech,Chennai,2021,Grant,3094000,Blume Ventures,Closed,1917,0,2,0
IN2064,Startup_2064,E-Commerce,Jaipur,2013,Seed,19823000,Bootstrapped,Acquired,2610,0,7,0
IN2065,Startup_2065,FinTech,Chennai,2013,Grant,324000,Government Grant,Merged,4823,0,9,0
IN2066,Startup_2066,LogisticsTech,Kolkata,2020,Seed,42067000,Matrix Partners,Closed,4069,0,1,0
IN2067,Startup_2067,LogisticsTech,Jaipur,2022,Series A,1125000,Government Grant,Acquired,20,0,2,0
IN2068,Startup_2068,TravelTech,Delhi NCR,2011,Series A,28350000,Kalaari Capital,Closed,1306,0,2,0
IN2069,Startup_2069,LogisticsTech,Chennai,2010,Series D+,26947000,Accel Partners,Closed,2172,0,7,0
IN2070,Startup_2070,HRTech,Delhi NCR,2021,Seed,26976000,Tiger Global,Closed,597,0,1,0
IN2071,Startup_2071,AgriTech,Noida,2016,Grant,3820000,SAIF Partners,Closed,4840,0,5,0
IN2072,Startup_2072,SaaS,Hyderabad,2016,Series C,60785000,Tiger Global,Closed,1041,0,1,0
IN2073,Startup_2073,AgriTech,Bengaluru,2019,Series B,21737000,Angel Network,Closed,4902,0,3,0
IN2074,Startup_2074,TravelTech,Pune,2020,Series A,27291000,Y Combinator,Closed,4996,0,3,0
IN2075,Startup_2075,TravelTech,Mumbai,2020,Seed,20389000,SAIF Partners,Closed,4159,0,2,0
IN2076,Startup_2076,FinTech,Ahmedabad,2011,Series D+,28616000,SAIF Partners,Acquired,3292,0,8,0
IN2077,Startup_2077,LogisticsTech,Ahmedabad,2013,Series A,37012000,Nexus Venture,Active,3118,23510000,10,0
IN2078,Startup_2078,HRTech,Mumbai,2021,Grant,1867000,Matrix Partners,Closed,4441,0,1,0
IN2079,Startup_2079,HRTech,Noida,2016,Grant,547000,Y Combinator,Closed,1062,0,3,0
IN2080,Startup_2080,TravelTech,Noida,2013,Grant,181000,Bootstrapped,Merged,4361,0,6,0
IN2081,Startup_2081,TravelTech,Bengaluru,2016,Series A,35679000,Kalaari Capital,Closed,426,0,6,0
IN2082,Startup_2082,SaaS,Bengaluru,2020,Series D+,27402000,Angel Network,Closed,2720,0,3,0
IN2083,Startup_2083,FoodTech,Noida,2010,Pre-Seed,852000,500 Startups,Closed,4440,0,3,0
IN2084,Startup_2084,AgriTech,Chennai,2014,Series C,20991000,Blume Ventures,Closed,4864,0,7,0
IN2085,Startup_2085,E-Commerce,Delhi NCR,2015,Series C,27430000,Tiger Global,Closed,4365,0,5,0
IN2086,Startup_2086,LogisticsTech,Hyderabad,2023,Series B,54111000,Elevation Capital,Closed,846,0,2,0
IN2087,Startup_2087,LogisticsTech,Delhi NCR,2014,Seed,54977000,Tiger Global,Closed,4368,0,6,0
IN2088,Startup_2088,FoodTech,Delhi NCR,2015,Bootstrapped,2884000,Matrix Partners,Closed,4828,0,4,0
IN2089,Startup_2089,E-Commerce,Chennai,2018,Series D+,94705000,SAIF Partners,Active,872,44507000,5,1
IN2090,Startup_2090,LogisticsTech,Chennai,2015,Pre-Seed,2948000,Nexus Venture,Merged,3166,0,6,0
IN2091,Startup_2091,FinTech,Noida,2015,Grant,3483000,Nexus Venture,Closed,1838,0,1,0
IN2092,Startup_2092,E-Commerce,Pune,2020,Seed,98368000,Y Combinator,Acquired,4728,0,1,0
IN2093,Startup_2093,EdTech,Ahmedabad,2019,Grant,1609000,Y Combinator,Closed,2734,0,2,0
IN2094,Startup_2094,SaaS,Bengaluru,2011,Series D+,21634000,Kalaari Capital,Closed,2407,0,8,0
